,,,,,Outcome,Governance,,,Macroeconomic,,,Fiscal,,,,,,,,,,,Demograpy and Access,,,,,Geography and Location,,,,,,,,,Pendapatan,,,,,,,,Belanja Menurut Jenis,,,,,,Belanja Menurut Fungsi,,,,,,,,
IDP,ID,Year,T,Nama,Corrupt,FinAudit,PolComm,YTElection,Resource,Industry,GDPCap,NRRev,GAF,SAF,GSExp,CapExp,GrantExp,SocAssExp,AdminFunc,InfraFunc,EduFunc,HealthFunc,Density,YearsSch,Povrate,Literacy,ElecAcces,Temperature,Rainfall,Elevation,Area,DistCapital,DistJKT,,PDRB (Rp Juta),Populasi,Pajak,Retribusi,PAD (dalam juta Rupiah),DBH,DAU,DAK,TKD (Transfer ke Daerah),PENDAPATAN (TOTREV),Pegawai,Barang Jasa,Modal,BELANJA,Hibah,Bansos,Ekonomi,Kesehatan,Ketertiban dan Keamanan,Lingkungan Hidup,Pariwisata dan Budaya,Pelayanan Umum,Pendidikan,Perlindungan Sosial,Perumahan dan Fasilitas Umum
1700,1771,2020,11,Kota Bengkulu,1,4,0.90,1,6.79,8.05,39.30,4.34,79.47,16.19,20.05,27.53,0.67,0.00,28.44,23.64,24.36,16.38,"2,566.49",12.20,24.11,100.34,100.00,26,3752,1081.35,152,0,565,,"15,301,488","389,337","92,049","9,331","155,149","35,352","647,054","131,847","814,252","1,079,665","595,492","256,601","352,393","1,279,849","8,555",0,"44,142,939,415","209,586,918,704","11,952,375,921","15,719,243,561","5,037,419,143","363,999,568,370","311,742,386,185","15,161,255,418","302,506,539,521"
1800,1801,2010,1,Kab. Lampung Barat,0,4,0.78,2,57.08,8.55,11.82,11.41,78.97,9.63,13.56,28.86,5.10,1.23,31.35,16.70,28.46,13.03,82.78,6.68,17.12,97.28,67.23,21,3943,753.07,5050,120,311,,"4,941,600","418,031","3,286","3,284","16,203","50,220","347,590","42,370","440,180","592,410","293,576","83,549","177,815","616,174","31,444","7,601","36,292,819,589","80,308,916,651","8,093,096,453","9,224,675,430","3,749,882,763","193,141,043,269","175,346,402,141","7,141,866,968","102,875,713,974"
1800,1801,2011,2,Kab. Lampung Barat,0,4,0.78,1,57.10,8.53,12.48,9.75,78.67,11.57,15.73,23.75,4.60,1.11,26.96,13.41,38.50,10.39,83.62,6.85,15.99,96.20,71.95,21,2722,753.07,5050,120,311,,"5,271,085","422,288","3,823","8,573","21,562","49,902","402,540","59,207","511,649","690,082","343,513","107,435","162,218","682,910","31,444","7,601","51,952,349,380","70,959,139,147","6,161,415,216","7,114,050,179","3,154,934,075","184,146,491,343","262,931,353,796","4,943,459,819","91,547,074,059"
1800,1801,2012,3,Kab. Lampung Barat,0,4,0.78,0,56.29,7.34,8.05,8.59,80.67,10.75,14.23,23.66,4.69,1.27,31.60,17.27,26.22,11.80,84.68,7.03,15.13,96.47,74.05,21,2988,753.07,5050,120,311,,"3,440,999","427,630","4,546","9,129","25,278","51,831","486,999","64,869","603,698","756,765","376,095","104,921","174,488","737,415","34,601","9,394","10,110,838,876","87,035,504,792","54,694,335,859","13,362,760,906","5,941,834,744","233,028,960,176","193,357,315,720","12,529,005,286","127,354,227,740"
1800,1801,2013,4,Kab. Lampung Barat,1,4,0.78,4,56.29,7.33,8.52,6.58,80.55,12.87,14.22,29.11,6.06,0.43,31.60,17.27,26.22,11.80,85.44,7.21,13.96,96.87,79.18,21,3936,753.07,5050,120,311,,"3,677,316","431,465","4,182","7,753","33,830","45,630","558,555","89,282","693,468","854,218","408,780","120,148","245,983","844,883","51,242","3,663","62,665,300,677","99,719,760,587","11,584,357,837","15,310,203,824","6,807,777,349","266,989,801,164","221,536,547,382","14,354,939,521","145,914,395,859"
1800,1801,2014,5,Kab. Lampung Barat,0,4,0.78,3,55.55,7.39,8.87,5.70,77.86,16.44,15.90,25.56,3.34,0.90,24.23,17.77,35.10,9.81,204.27,7.25,13.70,97.46,85.03,21,3068,753.07,2143,120,311,,"3,881,888","437,706","5,754","1,779","40,800","28,485","388,754","82,071","499,310","634,237","329,164","99,667","160,282","627,029","20,922","5,648","48,117,505,288","61,491,581,889","7,470,101,770","9,881,881,060","6,010,004,597","151,929,097,267","220,065,641,152","10,639,704,205","111,423,794,797"
1800,1801,2015,6,Kab. Lampung Barat,0,4,0.78,2,55.59,7.37,13.76,5.70,77.86,16.44,15.90,25.56,5.59,0.19,42.51,27.06,41.17,16.33,138.71,7.27,14.18,97.55,94.48,21,2462,753.07,2143,120,311,,"4,088,443","297,229","14,908","1,779","40,800","28,485","388,754","82,071","499,310","634,237","329,164","99,667","160,282","627,029","35,071","1,218","56,871,524,895","102,409,013,431","11,103,851,553","13,477,218,309","4,648,564,107","266,519,492,650","258,144,697,747","10,510,044,761","169,676,409,328"
1800,1801,2016,7,Kab. Lampung Barat,0,4,0.78,1,55.44,7.63,14.45,2.79,63.34,33.87,15.40,31.03,2.66,0.01,27.73,26.33,23.93,11.03,138.68,7.28,15.06,98.32,95.11,21,4524,753.07,2143,120,311,,"4,293,421","297,159","8,076","1,563","49,079","23,075","523,587","280,017","826,678","1,020,800","396,497","153,830","310,063","999,084","26,528",100,"55,467,085,294","110,151,804,641","11,547,233,098","19,506,206,936","6,750,199,018","277,029,355,169","239,105,185,337","16,457,188,523","263,070,223,872"
1800,1801,2017,8,Kab. Lampung Barat,1,4,0.78,0,53.78,8.02,15.17,3.83,67.16,29.02,19.26,31.07,1.90,0.01,29.78,25.63,23.81,11.64,138.72,7.33,14.32,98.11,96.44,21,3565,753.07,2143,120,311,,"4,509,536","297,243","10,145","1,887","46,789","29,581","519,160","224,324","773,065","1,069,132","374,086","216,130","348,669","1,122,381","21,326",100,"57,175,192,166","130,599,438,301","15,115,199,492","20,700,729,711",0,"334,208,519,017","267,217,128,624","9,728,455,282","287,635,872,542"
1800,1801,2018,9,Kab. Lampung Barat,0,4,0.78,0,52.28,8.48,15.84,3.01,61.03,35.96,21.27,26.15,1.08,0.01,32.99,16.75,26.27,15.43,139.61,7.60,13.54,98.01,97.80,21,3461,753.07,2143,120,311,,"4,738,863","299,161","11,617","2,015","50,472","25,691","521,744","307,395","854,831","1,124,189","399,942","236,063","290,210","1,109,753","12,018",150,"49,099,269,939","171,223,829,507","17,432,642,085","17,069,243,878","4,975,467,447","366,127,697,881","291,493,100,066","6,413,736,280","185,918,259,997"
1800,1801,2019,10,Kab. Lampung Barat,0,4,0.84,0,50.57,9.02,16.54,2.05,68.68,29.27,25.51,19.62,1.44,0.02,34.90,14.60,27.11,14.83,140.63,7.85,12.92,98.17,98.93,21,2586,753.07,2143,120,311,,"4,984,129","301,340","13,377","2,228","65,267","16,206","543,778","231,729","791,713","1,122,308","415,872","287,300","220,878","1,126,019","16,181",250,"51,306,119,169","166,975,801,838","16,252,890,706","14,597,639,427","5,935,568,673","392,943,262,275","305,239,923,800","8,405,891,437","164,361,494,434"
1800,1801,2020,11,Kab. Lampung Barat,1,4,0.84,0,51.03,8.67,16.24,2.56,70.36,27.08,20.19,14.31,1.37,0.03,36.05,7.81,29.06,18.21,141.59,8.06,12.52,99.84,97.53,21,3750,753.07,2143,120,311,,"4,926,295","303,399","11,795","3,018","61,219","18,130","497,588","191,526","707,244","1,011,012","424,325","198,759","140,870","984,638","13,494",250,"44,327,350,413","179,325,840,395","13,476,456,015","12,736,191,454","4,491,475,618","354,988,940,709","286,095,553,121","12,287,036,186","76,909,159,229"
1800,1802,2010,1,Kab. Tanggamus,0,3,0.80,2,52.76,12.62,12.07,9.43,77.69,12.88,14.49,16.17,1.88,1.35,23.32,14.00,46.76,5.53,177.25,6.16,18.30,95.32,90.90,24,3277,213.82,3021,66,253,,"6,462,521","535,394","4,707","1,927","11,664","43,894","361,777","59,990","465,660","604,542","359,711","82,414","91,975","568,706","10,717","7,665","36,540,439,703","31,471,109,048","8,425,848,781","3,011,940,196","2,034,909,336","132,640,915,034","265,924,977,283","9,043,608,697","79,612,413,421"
1800,1802,2011,2,Kab. Tanggamus,0,3,0.80,1,52.25,12.78,12.64,8.43,78.28,13.29,18.80,19.51,1.53,1.09,38.80,10.96,29.90,8.86,179.13,6.19,17.06,95.47,79.05,23,2302,213.82,3021,66,253,,"6,841,758","541,092","6,227","1,597","16,139","48,031","446,031","75,737","569,799","755,420","386,882","132,124","137,070","702,668","10,717","7,665","48,001,318,816","62,225,187,919","8,263,093,077","8,309,646,651","5,424,611,809","272,621,478,792","210,127,046,059","10,675,185,244","77,020,034,748"
1800,1802,2012,3,Kab. Tanggamus,0,3,0.80,0,53.23,12.53,13.61,7.68,78.77,13.55,14.83,20.84,2.27,1.27,24.99,14.23,44.64,6.11,181.75,6.27,16.10,95.29,81.97,23,2495,213.82,3021,66,253,,"7,470,391","548,991","7,794","1,737","18,673","51,790","530,838","91,286","673,915","826,903","447,777","122,984","172,815","829,067","18,836","10,500","10,831,511,905","50,636,346,070","50,905,229,684","6,347,194,549","4,279,762,158","207,210,955,753","370,084,765,812","10,779,738,833","117,991,990,223"
1800,1802,2013,4,Kab. Tanggamus,1,3,0.80,0,53.11,12.65,14.37,6.43,83.66,9.91,16.13,25.23,8.00,0.10,38.80,10.96,29.90,8.86,183.75,6.35,15.24,95.74,85.29,24,3351,213.82,3021,66,253,,"7,975,618","555,047","7,258","2,412","22,017","46,186","600,817","71,180","718,183","883,820","486,701","145,030","226,851","899,021","71,901",888,"61,414,794,546","79,613,377,838","10,572,129,603","10,631,692,096","6,940,463,886","348,802,752,128","268,844,891,778","13,658,256,162","98,542,492,719"
1800,1802,2014,5,Kab. Tanggamus,0,4,0.80,4,52.71,12.64,14.93,6.28,83.23,10.50,16.50,23.76,0.44,0.01,38.80,10.96,29.90,8.86,187.22,6.63,14.95,95.42,89.77,24,2739,213.82,3021,66,253,,"8,445,977","565,533","9,143","3,969","22,489","50,499","669,512","84,432","804,443","1,023,925","544,459","163,976","236,189","993,881","4,370",119,"67,895,005,313","88,013,820,631","11,687,652,802","11,753,500,059","7,672,790,179","385,606,837,637","297,212,186,259","15,099,413,449","108,940,249,922"
1800,1802,2015,6,Kab. Tanggamus,1,4,0.80,3,52.87,12.42,15.61,6.28,83.23,10.50,16.50,23.76,2.53,0.01,42.35,12.66,40.22,9.87,189.00,6.86,14.26,96.86,93.70,24,2138,213.82,3021,66,253,,"8,910,245","570,898","10,873","3,969","22,489","50,499","669,512","84,432","804,443","1,023,925","544,459","163,976","236,189","993,881","25,170",105,"63,141,361,824","98,095,032,764","11,789,937,782","10,521,380,094","7,028,952,416","420,947,543,086","399,700,004,269","14,722,373,121","125,866,304,965"
1800,1802,2016,7,Kab. Tanggamus,1,3,0.80,2,52.13,12.86,16.23,4.64,69.45,25.91,18.36,16.78,1.94,0.14,32.35,14.44,32.08,9.02,191.20,6.87,14.05,95.90,96.17,24,3912,213.82,3021,66,253,,"9,371,994","577,538","11,379","1,231","23,713","52,744","789,443","294,568","1,136,754","1,451,799","638,655","249,495","227,981","1,358,575","26,306","1,874","98,566,044,439","122,599,948,392","14,255,142,520","26,932,684,367","4,837,313,526","439,462,681,713","435,862,122,696","19,843,830,270","196,215,427,372"
1800,1802,2017,8,Kab. Tanggamus,1,4,0.80,1,51.37,13.11,16.89,5.19,68.63,26.17,14.93,16.08,2.05,0.01,46.17,5.55,34.76,8.50,193.28,6.88,13.25,96.66,97.13,24,2790,213.82,3021,66,253,,"9,858,644","583,830","16,847","1,164","60,339","58,683","775,575","295,744","1,130,002","1,565,897","705,141","230,922","248,756","1,547,100","31,691",221,"47,104,542,548","131,553,936,719","7,328,765,738","4,488,530,886","7,455,777,044","714,339,941,640","537,792,395,970","11,236,237,069","85,799,571,738"
1800,1802,2018,9,Kab. Tanggamus,0,4,0.80,0,50.16,13.40,17.55,5.05,72.43,22.51,17.52,11.28,5.27,0.02,43.19,7.42,33.31,9.85,195.27,6.96,12.48,97.95,99.57,23,2746,213.82,3021,66,253,,"10,352,099","589,854","17,670","3,135","61,714","54,322","778,606","241,982","1,074,910","1,536,957","670,960","267,688","172,289","1,527,712","80,480",282,"51,286,341,548","150,542,013,965","10,847,585,318","6,101,367,486","11,365,278,831","659,819,322,049","508,806,994,100","15,536,730,832","113,406,160,383"
1800,1802,2019,10,Kab. Tanggamus,0,4,0.87,2,49.22,13.49,18.26,4.40,70.92,24.67,19.07,14.40,2.74,0.06,41.67,9.83,31.94,10.63,197.15,7.21,12.05,96.71,99.70,24,2155,213.82,3021,66,253,,"10,872,102","595,530","20,571","1,536","76,051","49,790","802,326","279,133","1,131,249","1,711,965","682,675","320,065","241,693","1,678,742","46,014",958,"44,564,372,120","178,504,594,702","11,232,168,885","11,909,672,652","11,809,584,072","699,469,987,516","536,185,971,728","19,984,681,125","165,081,384,718"
1800,1802,2020,11,Kab. Tanggamus,1,4,0.87,1,49.29,13.08,17.77,4.68,66.54,28.78,18.84,12.65,3.01,0.06,44.37,5.77,32.97,12.40,198.94,7.22,11.68,97.70,99.95,24,3275,213.82,3021,66,253,,"10,679,821","600,917","22,112","2,158","76,828","50,592","718,697","310,879","1,080,168","1,634,262","662,472","310,571","208,507","1,648,644","49,698",959,"29,833,560,163","204,406,773,098","11,856,881,717","8,854,530,814","9,918,123,566","731,470,068,803","543,578,734,714","13,559,657,072","95,165,400,468"
1800,1803,2010,1,Kab. Lampung Selatan,0,4,0.86,0,33.93,35.28,20.36,8.38,80.30,11.32,11.75,11.14,5.49,1.97,29.85,4.47,46.24,8.30,"1,299.71",6.36,20.61,94.85,96.67,26,3187,16.86,700,29,164,,"18,535,506","910,210","10,977","19,838","39,579","52,821","505,874","71,311","630,005","751,321","478,501","83,691","79,402","712,505","39,145","14,039","49,541,108,911","59,124,522,732","10,088,154,144","5,914,494,932","1,582,294,650","212,667,953,786","329,493,646,807","12,221,419,979","31,871,725,687"
1800,1803,2011,2,Kab. Lampung Selatan,1,4,0.86,4,33.83,34.86,21.29,7.25,81.97,10.77,18.41,15.28,4.23,1.52,26.25,18.09,30.97,13.71,"1,315.18",6.55,19.23,93.82,94.49,26,2020,16.86,700,29,164,,"19,613,120","921,047","19,643","25,964","68,652","50,810","574,125","75,437","700,372","1,010,277","553,247","170,544","141,534","926,313","39,145","14,039","61,916,893,701","127,016,906,317","15,911,162,717","7,673,648,308","4,081,338,211","243,125,510,798","286,882,284,988","12,103,760,180","167,601,460,114"
1800,1803,2012,3,Kab. Lampung Selatan,1,3,0.86,3,33.46,34.71,22.29,6.47,80.05,13.48,16.45,24.65,2.42,1.06,17.54,12.15,48.14,8.86,"1,331.20",6.72,18.19,94.05,97.16,26,2213,16.86,700,29,164,,"20,782,043","932,263","29,412","33,041","80,459","55,495","686,434","115,551","857,480","1,129,151","619,625","183,724","275,416","1,117,185","27,050","11,866","32,574,307,579","98,952,566,900","82,954,595,323","6,181,880,467","6,686,835,581","195,998,575,055","537,815,080,605","20,327,958,299","135,692,906,843"
