,,,,,Outcome,Governance,,,Macroeconomic,,,Fiscal,,,,,,,,,,,Demograpy and Access,,,,,Geography and Location,,,,,,,,,Pendapatan,,,,,,,,Belanja Menurut Jenis,,,,,,Belanja Menurut Fungsi,,,,,,,,
IDP,ID,Year,T,Nama,Corrupt,FinAudit,PolComm,YTElection,Resource,Industry,GDPCap,NRRev,GAF,SAF,GSExp,CapExp,GrantExp,SocAssExp,AdminFunc,InfraFunc,EduFunc,HealthFunc,Density,YearsSch,Povrate,Literacy,ElecAcces,Temperature,Rainfall,Elevation,Area,DistCapital,DistJKT,,PDRB (Rp Juta),Populasi,Pajak,Retribusi,PAD (dalam juta Rupiah),DBH,DAU,DAK,TKD (Transfer ke Daerah),PENDAPATAN (TOTREV),Pegawai,Barang Jasa,Modal,BELANJA,Hibah,Bansos,Ekonomi,Kesehatan,Ketertiban dan Keamanan,Lingkungan Hidup,Pariwisata dan Budaya,Pelayanan Umum,Pendidikan,Perlindungan Sosial,Perumahan dan Fasilitas Umum
3200,3276,2020,11,Kota Depok,0,4,0.87,0,1.15,50.78,19.54,10.57,71.00,18.43,23.79,22.04,6.16,0.57,25.01,19.29,25.71,16.92,"12,296.68",11.28,2.45,100.00,100.00,26,2745,537.83,200,108,24,,"48,135,928","2,462,902","949,576","38,183","1,214,939","125,655","843,978","219,136","1,188,769","3,059,775","1,345,662","761,027","705,054","3,199,203","196,964","18,393","148,534,236,357","541,403,483,101","61,313,064,142","148,541,325,078",0,"800,089,159,091","822,582,707,899","59,514,422,806","617,224,288,630"
3200,3277,2010,1,Kota Cimahi,0,3,0.88,2,0.24,62.63,25.10,16.61,77.08,6.31,24.11,14.32,4.83,1.15,19.33,13.35,38.64,16.57,"13,770.44",10.33,7.40,99.65,99.48,22,4857,721.67,39,11,111,,"13,571,610","540,765","19,711","7,916","87,321","71,843","333,439","27,297","432,580","619,489","350,650","153,396","91,136","636,201","30,704","7,343","48,793,863,932","105,440,752,662","7,226,604,694","14,181,594,384","711,170,189","123,007,471,573","245,854,830,943","6,075,388,598","84,909,467,936"
3200,3277,2011,2,Kota Cimahi,0,3,0.88,1,0.23,61.88,26.05,15.50,84.03,0.47,23.61,13.93,4.16,0.99,25.15,12.21,35.60,18.17,"13,997.48",10.38,7.15,99.74,99.87,22,3024,721.67,39,11,111,,"14,318,600","549,681","42,614","8,382","116,678","65,451","354,745","1,967","422,164","721,747","423,061","174,339","102,871","738,304","30,704","7,343","38,967,789,489","134,157,283,886","8,233,238,839","12,377,412,875","473,296,367","185,652,980,591","262,828,172,160","5,435,465,190","90,177,991,931"
3200,3277,2012,3,Kota Cimahi,0,3,0.88,0,0.22,61.30,27.11,13.56,81.46,4.97,23.13,13.42,3.35,0.88,22.12,11.72,37.25,19.87,"14,288.36",10.44,6.68,99.80,100.00,22,3401,721.67,39,11,111,,"15,212,150","561,104","63,754","9,229","144,541","73,407","440,860","26,916","541,183","872,553","491,840","192,770","111,845","833,412","27,881","7,361","9,330,059,694","165,561,497,465","43,002,971,796","15,209,049,905","623,999,905","184,324,499,773","310,454,708,700","7,238,365,482","97,666,724,327"
3200,3277,2013,4,Kota Cimahi,0,4,0.88,4,0.21,60.87,28.14,9.82,85.69,4.49,24.28,13.09,3.79,0.00,24.48,15.13,28.72,19.95,"14,541.81",10.66,5.63,99.82,99.61,22,3708,721.67,39,11,111,,"16,072,355","571,057","91,645","10,226","191,599","56,076","489,175","25,644","570,894","975,350","553,846","223,962","120,733","922,344","34,976",25,"42,427,473,496","183,976,725,140","37,845,948,737","19,350,721,143","3,029,003,990","225,821,594,696","264,910,970,649","5,474,857,989","139,506,325,707"
3200,3277,2014,5,Kota Cimahi,1,4,0.88,3,0.21,60.00,29.37,9.77,85.92,4.31,27.56,14.53,1.60,0.01,23.02,13.62,28.76,22.56,"14,698.24",10.78,5.47,99.90,100.00,22,3280,721.67,39,11,111,,"16,955,240","577,200","91,795","12,317","227,949","61,103","537,372","26,935","625,410","1,117,122","591,495","287,349","151,447","1,042,609","16,663",153,"47,357,795,760","235,170,627,791","36,015,429,552","27,299,422,283","5,414,454,359","239,964,808,572","299,845,980,133","9,491,290,464","142,049,162,057"
3200,3277,2015,6,Kota Cimahi,1,4,0.88,2,0.19,59.23,30.68,9.77,85.92,4.31,27.56,14.53,5.64,0.00,22.81,15.44,32.26,20.96,"14,836.24",10.78,5.84,99.90,100.00,22,2990,721.67,39,11,111,,"17,876,441","582,619","56,524","12,317","227,949","61,103","537,372","26,935","625,410","1,117,122","591,495","287,349","151,447","1,042,609","58,804",0,"52,243,104,146","218,561,611,332","34,499,463,342","23,358,915,081","3,663,720,318","237,788,689,079","336,343,070,171","7,521,359,820","160,981,517,380"
3200,3277,2016,7,Kota Cimahi,1,4,0.88,1,0.17,58.56,31.95,8.69,74.84,16.47,28.03,20.25,3.85,0.01,21.74,17.62,27.89,18.87,"15,049.04",10.89,5.92,99.61,99.59,23,4444,721.67,39,11,111,,"18,882,155","590,976","112,061","9,751","286,050","68,093","586,582","129,107","783,782","1,218,995","648,445","380,858","275,140","1,358,744","52,346",160,"73,602,885,771","256,456,924,587","52,580,360,834","61,721,110,590",0,"295,426,903,569","378,977,436,412","566,482,375","239,411,554,760"
3200,3277,2017,8,Kota Cimahi,1,4,0.88,0,0.17,57.95,33.13,9.45,70.21,20.33,33.92,20.18,1.04,0.00,21.13,12.91,26.96,27.43,"15,300.69",11.01,5.12,99.82,99.88,22,3481,721.67,39,11,111,,"19,907,130","600,858","165,392","10,240","383,912","77,601","576,278","166,904","820,783","1,532,534","596,846","454,312","270,325","1,339,382","13,948",0,"38,657,702,953","367,405,386,072","61,196,412,341","38,781,475,387","5,578,210,294","283,002,783,624","361,161,228,233","10,648,646,639","172,950,253,190"
3200,3277,2018,9,Kota Cimahi,1,4,0.88,0,0.15,58.80,35.03,8.48,73.13,18.39,35.70,18.54,1.09,0.02,22.66,13.54,24.74,21.91,"15,403.77",10.94,4.94,99.88,100.00,22,3014,721.67,39,11,111,,"21,192,604","604,906","134,770","12,221","335,017","66,808","576,278","144,939","788,025","1,316,230","659,050","531,595","276,020","1,489,073","16,159",344,"100,208,225,898","326,258,028,322","71,241,522,567","46,997,100,092","21,646,483,324","337,471,204,893","368,442,838,488","15,131,739,972","201,675,825,321"
3200,3277,2019,10,Kota Cimahi,0,4,0.90,0,0.15,59.97,37.38,7.55,74.73,17.72,36.79,17.34,1.02,0.21,23.13,16.89,24.98,22.98,"15,570.23",10.95,4.39,99.56,100.00,22,3153,721.67,39,11,111,,"22,856,042","611,443","163,137","15,832","360,955","60,484","598,701","141,976","801,161","1,433,371","668,364","552,425","260,338","1,501,761","15,355","3,227","42,363,730,839","345,160,958,953","63,095,143,026","49,037,446,815","9,282,085,163","347,355,334,614","375,118,189,512","16,669,998,549","253,678,050,781"
3200,3277,2020,11,Kota Cimahi,1,4,0.90,0,0.15,58.22,36.18,11.29,68.38,20.33,35.59,7.58,1.08,0.22,26.11,10.28,24.94,27.82,"15,724.90",10.96,5.11,100.00,100.00,22,3743,721.67,39,11,111,,"22,340,562","617,517","158,937","15,244","375,687","89,107","539,718","160,457","789,282","1,457,996","636,883","456,338","97,245","1,282,320","13,856","2,864","37,781,690,439","356,746,292,422","45,889,917,206","37,666,219,454","5,825,842,851","334,814,908,066","319,813,872,257","11,931,251,406","131,849,841,401"
3200,3278,2010,1,Kota Tasikmalaya,0,3,0.83,2,6.25,27.83,14.63,11.83,82.60,5.57,14.42,14.10,2.48,9.00,28.35,9.53,38.71,15.07,"3,700.19",8.23,20.71,99.55,99.70,24,5172,18.43,172,81,201,,"9,291,514","634,990","12,972","9,757","104,788","61,127","426,764","28,793","516,684","829,347","528,193","126,969","124,139","880,340","21,792","79,242","55,350,208,807","132,676,045,505","2,995,019,722","2,447,924,915","4,817,884,790","249,544,168,770","340,773,602,823","7,841,840,695","83,893,223,285"
3200,3278,2011,2,Kota Tasikmalaya,1,3,0.83,1,6.01,27.41,15.11,11.11,82.88,6.01,18.92,11.38,2.38,8.64,23.69,7.06,42.56,18.98,"3,763.17",8.28,19.98,99.48,99.89,23,3535,18.43,172,81,201,,"9,758,072","645,797","24,985","7,833","110,370","63,833","476,087","34,504","574,425","915,697","573,467","173,572","104,451","917,531","21,792","79,242","57,032,851,419","174,126,661,530","975,052,557","2,777,427,903","3,348,746,773","217,320,717,657","390,485,674,008","6,675,499,592","64,788,412,513"
3200,3278,2012,3,Kota Tasikmalaya,0,3,0.83,0,5.76,27.75,16.00,10.69,84.80,4.51,16.02,12.22,3.59,2.71,24.29,6.06,45.48,18.15,"3,759.07",8.34,18.94,99.75,100.00,23,3183,18.43,172,81,201,,"10,324,523","645,094","44,417","14,213","153,009","73,401","582,124","30,937","686,462","1,061,434","679,021","165,796","126,531","1,035,028","37,168","28,029","3,163,734,702","187,807,022,160","41,716,569,577","3,262,150,581","3,339,169,186","251,358,861,618","470,753,706,260","10,871,343,204","62,755,563,202"
3200,3278,2013,4,Kota Tasikmalaya,0,3,0.83,4,5.50,28.30,16.63,8.35,86.84,4.81,18.57,19.94,3.62,1.18,25.97,13.43,30.80,18.71,"3,840.11",8.44,17.19,99.69,99.60,24,3943,18.43,172,81,201,,"10,961,871","659,002","65,272","15,313","172,883","63,172","657,012","36,374","756,558","1,365,593","762,556","243,486","261,383","1,311,031","47,403","15,415","96,237,153,818","245,323,838,685","11,810,390,300","15,306,534,218","5,374,792,809","340,423,739,280","403,733,837,531","16,801,678,282","176,018,676,411"
3200,3278,2014,5,Kota Tasikmalaya,0,3,0.83,3,5.31,28.51,17.77,8.38,86.61,5.01,18.08,19.01,13.10,1.32,25.97,13.43,30.80,18.71,"3,815.66",8.51,15.95,100.00,99.89,23,3641,18.43,172,81,201,,"11,637,308","654,806","73,187","10,692","253,451","70,896","732,508","42,398","845,802","1,595,665","857,795","263,187","276,775","1,456,074","190,738","19,209","106,884,157,792","272,464,748,217","13,117,009,080","16,999,941,849","5,969,422,202","378,085,835,063","448,400,118,713","18,660,498,170","195,492,148,692"
3200,3278,2015,6,Kota Tasikmalaya,0,3,0.83,2,5.01,28.61,18.89,8.38,86.61,5.01,18.08,19.01,1.50,0.64,25.47,13.66,36.00,19.96,"3,815.92",8.56,16.28,99.32,100.00,23,3060,18.43,172,81,201,,"12,370,623","654,850","10,378","10,692","253,451","70,896","732,508","42,398","845,802","1,595,665","857,795","263,187","276,775","1,456,074","21,886","9,316","100,677,343,751","290,621,387,386","12,557,470,488","16,225,855,092","4,362,060,991","370,801,315,107","524,121,253,517","15,970,219,174","198,915,952,200"
3200,3278,2016,7,Kota Tasikmalaya,1,4,0.83,1,4.86,28.76,20.10,6.52,73.69,19.79,27.54,21.94,4.87,0.14,20.01,17.82,34.52,17.42,"3,833.59",8.63,15.60,99.18,99.86,24,4771,18.43,172,81,201,,"13,225,248","657,882","95,112","12,263","254,533","70,232","794,022","213,292","1,077,545","1,607,112","802,727","486,495","387,626","1,766,516","86,077","2,490","123,689,832,005","307,805,410,207","14,110,915,744","17,969,051,372","16,950,000","353,403,793,308","609,845,992,736","15,847,114,877","314,837,523,903"
3200,3278,2017,8,Kota Tasikmalaya,1,4,0.83,0,4.61,28.85,21.26,6.78,69.98,23.24,29.31,22.81,3.58,0.19,22.59,16.92,28.95,21.37,"3,844.43",9.03,14.80,99.84,100.00,24,3473,18.43,172,81,201,,"14,027,946","659,742","107,453","12,004","354,840","75,596","780,073","259,052","1,114,722","1,823,756","819,612","546,526","425,368","1,864,800","66,784","3,598","115,728,279,459","398,545,805,701","26,113,557,156","30,856,838,746","132,345,520","421,216,270,967","539,908,956,365","16,684,789,448","315,613,340,636"
3200,3278,2018,9,Kota Tasikmalaya,0,4,0.83,0,4.35,29.17,22.47,5.69,68.12,26.19,34.11,19.56,4.16,0.80,22.21,17.17,27.78,20.54,"3,852.88",9.04,12.71,99.72,100.00,23,2699,18.43,172,81,201,,"14,859,110","661,192","120,014","11,665","280,015","65,167","780,073","299,933","1,145,173","1,837,915","789,805","653,200","374,596","1,914,915","79,667","15,356","154,971,639,384","393,335,207,348","26,337,783,332","30,554,734,957","2,435,333,567","425,298,303,588","532,046,175,081","21,090,769,675","328,845,432,956"
3200,3278,2019,10,Kota Tasikmalaya,0,4,0.88,0,4.10,29.42,23.78,4.74,72.71,22.55,31.70,23.20,3.16,0.15,21.65,17.67,27.93,20.73,"3,857.74",9.13,11.60,99.96,100.00,23,2275,18.43,172,81,201,,"15,746,124","662,026","143,553","11,153","290,972","54,064","829,431","257,251","1,140,746","1,930,263","800,476","608,852","445,498","1,920,407","60,676","2,839","139,918,050,387","398,179,413,912","23,560,239,581","38,860,464,857","4,356,897,722","415,795,048,006","536,452,913,838","23,870,712,409","339,413,638,177"
3200,3278,2020,11,Kota Tasikmalaya,1,4,0.88,0,4.28,29.08,23.29,8.37,69.54,22.09,33.41,18.47,2.01,0.15,24.70,11.60,27.84,26.41,"3,860.68",9.33,12.97,99.77,99.88,24,4289,18.43,172,81,201,,"15,430,019","662,531","122,596","10,009","314,307","90,660","753,317","239,325","1,083,301","1,760,907","752,186","582,370","321,922","1,743,157","35,006","2,702","94,303,948,882","460,362,188,761","20,852,665,752","27,716,611,815","2,857,992,255","430,594,433,561","485,210,166,136","18,982,625,559","202,276,581,369"
3200,3279,2010,1,Kota Banjar,0,3,0.83,3,16.65,20.67,11.63,15.98,78.37,5.65,16.19,17.20,0.84,6.62,29.53,11.24,29.43,17.80,"1,535.25",7.45,8.47,97.26,99.75,26,4086,31.49,113,916,968,,"2,026,316","174,236","2,086","26,819","37,359","44,326","217,384","15,659","277,368","384,139","195,740","58,589","62,266","361,962","3,052","23,953","24,307,174,308","64,419,159,191","3,644,485,998","7,441,424,397","1,852,233,592","106,889,399,991","106,532,794,502","6,189,670,664","40,685,164,495"
3200,3279,2011,2,Kota Banjar,0,4,0.83,2,16.03,21.11,12.04,16.78,76.51,6.70,14.59,31.25,0.63,4.94,22.53,19.99,26.00,20.03,"1,564.02",7.51,8.21,96.91,99.83,25,3173,31.49,113,916,968,,"2,137,132","177,501","3,375","33,490","45,952","51,742","235,863","20,664","308,269","489,435","220,774","70,695","151,418","484,464","3,052","23,953","32,841,126,623","97,028,732,975","3,867,291,919","10,808,016,867","692,800,000","109,130,179,234","125,973,558,776","7,273,351,410","96,849,195,036"
3200,3279,2012,3,Kota Banjar,0,4,0.83,1,14.17,20.96,12.61,17.76,77.71,4.54,13.95,28.96,1.18,4.09,20.41,19.94,29.83,18.67,"1,572.81",7.58,7.79,96.06,99.78,25,2837,31.49,113,916,968,,"2,250,796","178,498","4,462","4,296","54,685","64,406","281,851","16,460","362,717","545,085","251,224","71,598","148,624","513,257","6,073","21,013","4,229,808,008","95,819,865,676","30,979,306,312","11,635,411,748","1,021,617,000","104,759,643,829","153,122,960,475","9,350,574,178","102,337,859,266"
3200,3279,2013,4,Kota Banjar,0,4,0.83,0,13.84,21.26,13.22,14.97,80.18,4.85,13.37,34.25,3.07,0.74,24.23,18.60,24.41,21.11,"1,581.95",7.66,7.11,98.99,99.89,25,3360,31.49,113,916,968,,"2,373,512","179,535","8,294","5,198","70,625","59,214","317,122","19,192","395,528","620,917","282,708","86,443","221,351","646,331","19,835","4,767","31,777,353,227","136,455,037,557","7,638,560,951","19,792,297,212","868,488,808","156,627,450,771","157,756,851,164","15,207,818,583","120,206,851,820"
3200,3279,2014,5,Kota Banjar,0,4,0.83,4,13.11,20.88,13.87,14.85,80.67,4.49,16.70,23.44,4.88,1.59,21.36,16.39,28.71,22.17,"1,582.69",7.77,6.95,99.06,100.00,25,3010,31.49,113,916,968,,"2,491,637","179,619","8,594","5,850","118,593","62,986","342,268","19,036","424,289","672,708","329,197","106,890","150,062","640,072","31,237","10,167","34,534,888,004","141,874,240,359","5,912,831,536","17,077,186,423","699,638,713","136,699,644,174","183,779,968,510","14,564,257,333","104,929,489,746"
3200,3279,2015,6,Kota Banjar,1,4,0.83,3,12.90,20.51,14.56,14.85,80.67,4.49,16.70,23.44,7.81,0.26,27.24,20.05,28.35,24.75,"1,588.06",8.06,7.41,98.63,100.00,25,2673,31.49,113,916,968,,"2,624,237","180,229","55,812","5,850","118,593","62,986","342,268","19,036","424,289","672,708","329,197","106,890","150,062","640,072","49,994","1,656","36,466,759,961","158,416,476,212","7,794,855,782","21,629,949,973","1,228,516,952","174,333,329,582","181,462,106,211","14,709,975,667","128,349,399,880"
3200,3279,2016,7,Kota Banjar,0,4,0.83,2,12.64,20.34,15.33,11.04,66.44,22.52,17.67,32.12,3.29,1.42,19.47,10.34,24.30,22.29,"1,594.02",8.19,7.01,97.63,100.00,26,3666,31.49,113,916,968,,"2,772,840","180,905","9,666","4,619","116,322","61,691","371,447","125,906","559,043","814,970","342,652","155,109","281,994","877,983","28,903","12,424","51,076,287,487","195,715,485,504","8,517,954,710","131,674,590,291","103,155,750","170,985,142,990","213,333,056,688","15,796,964,573","90,779,914,176"
3200,3279,2017,8,Kota Banjar,0,4,0.83,1,12.24,20.51,16.10,11.78,70.43,17.79,24.82,27.33,2.79,1.67,24.65,22.14,19.38,24.50,"1,598.31",8.59,7.06,98.88,100.00,25,3107,31.49,113,916,968,,"2,919,724","181,392","9,951","4,879","125,455","61,595","368,153","92,971","522,719","811,870","279,671","195,517","215,242","787,656","21,999","13,161","26,325,795,348","192,963,899,710","9,958,571,020","19,623,503,737","70,055,000","194,136,053,671","152,619,443,768","17,537,859,833","174,420,554,259"
3200,3279,2018,9,Kota Banjar,0,4,0.83,0,11.96,20.77,16.87,12.09,72.88,15.03,27.37,24.10,2.97,1.66,26.12,16.75,21.91,25.05,"1,602.26",8.60,5.70,99.70,100.00,25,2450,31.49,113,916,968,,"3,067,110","181,840","11,995","5,481","116,167","61,065","368,153","75,925","505,144","800,031","286,308","220,071","193,783","803,917","23,878","13,383","29,625,917,959","201,420,365,530","10,714,512,901","22,579,853,783","1,102,985,000","209,978,783,827","176,169,582,713","17,676,921,200","134,648,379,069"
3200,3279,2019,10,Kota Banjar,0,4,0.87,2,11.63,20.76,17.68,9.88,76.60,13.51,28.08,24.48,3.01,0.80,27.18,16.88,21.59,22.76,"1,605.33",8.62,5.50,99.41,100.00,25,1887,31.49,113,916,968,,"3,221,445","182,189","13,830","4,200","100,745","49,882","386,561","68,183","504,626","797,216","298,547","239,671","208,992","853,668","25,687","6,817","36,299,752,542","194,300,642,992","11,744,598,667","29,521,759,316","1,054,088,650","232,065,732,930","184,264,842,039","20,276,131,688","144,140,444,453"
3200,3279,2020,11,Kota Banjar,1,4,0.87,1,11.74,19.82,17.84,14.68,71.30,14.02,31.07,7.70,2.29,1.13,34.11,4.10,23.25,27.90,"1,606.08",8.63,6.09,99.64,100.00,25,3732,31.49,113,916,968,,"3,251,758","182,274","15,153","3,486","119,426","72,403","351,737","69,158","493,297","778,991","305,572","231,728","57,423","745,844","17,053","8,461","36,175,751,405","208,068,949,112","14,671,378,778","12,508,544,992","627,274,650","254,371,154,345","173,389,250,325","15,474,260,429","30,557,671,835"
3300,3301,2010,1,Kab. Cilacap,1,3,0.85,2,10.39,77.04,45.79,9.51,80.29,10.21,12.02,12.61,3.74,1.77,23.42,7.06,49.15,10.25,772.02,6.26,18.11,90.24,98.77,26,4167,85.59,2124,174,269,,"75,099,090","1,640,139","46,310","40,808","149,709","93,952","793,267","100,844","988,063","1,334,620","845,173","156,198","163,912","1,299,429","48,571","22,958","60,413,744,492","133,219,381,943","13,943,310,522","33,778,071,848","6,067,983,038","304,311,366,894","638,705,208,415","17,209,841,629","91,780,387,017"
3300,3301,2011,2,Kab. Cilacap,1,3,0.85,1,9.39,77.36,47.58,8.32,82.12,9.56,15.49,13.13,3.13,1.48,20.86,6.93,50.16,11.88,773.25,6.27,17.15,91.48,99.11,25,2736,85.59,2124,174,269,,"78,156,819","1,642,744","59,511","41,413","172,327","88,841","876,994","102,076","1,067,911","1,639,234","942,254","240,110","203,565","1,550,278","48,571","22,958","72,039,726,462","184,109,123,882","17,614,435,416","49,754,352,463","6,311,619,125","323,367,910,737","777,670,878,214","11,900,442,630","107,509,030,825"
3300,3301,2012,3,Kab. Cilacap,0,3,0.85,0,9.72,76.71,48.54,8.37,84.62,7.01,11.95,17.23,3.69,1.53,23.38,11.29,43.72,8.99,772.83,6.28,15.92,90.42,99.57,25,2589,85.59,2124,174,269,,"79,702,238","1,641,857","64,773","45,566","196,673","104,582","1,057,808","87,652","1,250,042","1,792,439","1,039,705","214,140","308,872","1,792,587","66,170","27,379","23,808,431,604","161,105,319,277","84,967,964,909","95,910,348,368","8,156,124,955","419,078,675,439","783,634,756,507","13,480,475,129","202,444,732,612"
3300,3301,2013,4,Kab. Cilacap,0,3,0.85,4,9.95,75.89,49.40,5.73,86.46,7.81,14.11,20.57,7.15,0.23,26.63,12.12,35.92,12.71,772.06,6.43,15.24,91.97,99.59,25,3097,85.59,2124,174,269,,"81,022,670","1,640,216","114,330","35,957","278,508","79,298","1,197,315","108,157","1,384,770","2,121,355","1,124,422","288,875","421,187","2,047,163","146,322","4,674","135,714,310,317","260,092,732,668","26,688,173,390","66,781,571,783","9,861,773,580","545,227,191,143","735,370,013,552","19,222,043,914","248,204,735,274"
3300,3301,2014,5,Kab. Cilacap,1,3,0.85,3,10.04,75.02,49.55,4.53,87.96,7.51,15.74,18.79,0.78,0.07,18.46,11.90,43.38,11.97,792.24,6.48,14.21,92.65,99.62,25,2804,85.59,2124,174,269,,"83,391,500","1,683,098","111,626","37,162","374,024","66,481","1,291,122","110,204","1,467,806","2,367,534","1,247,958","347,269","414,435","2,205,742","17,206","1,629","186,733,533,242","263,939,214,057","30,705,309,158","65,536,574,774","13,251,590,127","407,189,094,419","956,769,650,369","19,133,339,871","262,483,503,191"
3300,3301,2015,6,Kab. Cilacap,0,3,0.85,2,9.91,74.94,52.26,4.53,87.96,7.51,15.74,18.79,2.11,0.16,28.68,13.59,48.86,16.19,795.86,6.58,14.39,93.06,99.91,25,2351,85.59,2124,174,269,,"88,357,607","1,690,791","45,368","37,162","374,024","66,481","1,291,122","110,204","1,467,806","2,367,534","1,247,958","347,269","414,435","2,205,742","46,554","3,613","155,988,146,423","357,017,308,889","29,050,132,146","72,761,061,229","9,403,046,834","632,538,937,465","1,077,716,709,931","22,809,543,354","299,839,591,799"
3300,3301,2016,7,Kab. Cilacap,0,4,0.85,1,9.64,75.04,54.64,3.74,71.33,24.92,13.61,26.79,2.14,0.37,22.12,13.93,35.44,14.51,799.97,6.90,14.12,94.39,99.80,26,3566,85.59,2124,174,269,,"92,858,650","1,699,507","137,809","31,091","428,598","72,637","1,384,696","483,813","1,941,146","2,796,010","1,420,495","428,858","843,986","3,150,326","67,467","11,683","245,468,748,761","457,257,744,970","37,836,004,140","125,162,670,708","10,889,696,026","696,889,305,451","1,116,459,205,422","21,561,140,127","438,801,325,267"
3300,3301,2017,8,Kab. Cilacap,1,4,0.85,0,9.65,74.27,55.77,3.95,72.55,23.50,22.88,21.60,1.28,0.55,24.85,13.39,36.32,15.80,803.94,6.91,13.94,94.21,99.57,25,2930,85.59,2124,174,269,,"95,254,587","1,707,951","156,394","32,434","648,091","74,049","1,360,371","440,533","1,874,953","3,067,275","1,177,552","689,560","650,976","3,014,110","38,575","16,436","185,186,315,248","476,322,854,951","22,593,268,964","60,697,662,135",0,"748,980,141,109","1,094,741,502,406","21,887,914,395","403,700,816,634"
3300,3301,2018,9,Kab. Cilacap,1,4,0.85,0,9.59,73.55,57.18,3.64,72.69,23.67,25.67,18.45,1.33,0.31,26.91,10.89,36.85,16.83,807.63,6.92,11.25,93.00,99.80,25,2282,85.59,2124,174,269,,"98,100,568","1,715,793","185,943","43,487","527,578","68,198","1,362,444","443,619","1,874,260","3,072,112","1,172,463","766,452","550,841","2,985,423","39,773","9,382","158,794,377,536","502,359,963,028","22,720,210,322","42,331,013,340","4,848,287,843","803,276,534,808","1,100,133,535,427","25,757,737,874","325,201,178,924"
3300,3301,2019,10,Kab. Cilacap,0,4,0.88,0,9.40,72.83,58.21,3.20,73.79,23.01,26.12,20.20,1.78,0.18,27.62,13.13,34.23,17.78,811.27,6.93,10.73,93.81,99.78,25,1890,85.59,2124,174,269,,"100,327,299","1,723,528","209,476","44,740","574,277","61,675","1,423,200","443,796","1,928,671","3,282,798","1,193,972","857,566","663,321","3,283,321","58,597","5,884","152,399,508,749","583,793,338,371","30,497,052,385","27,386,229,511","3,839,553,843","906,866,869,581","1,124,044,689,986","23,490,833,790","431,003,061,670"
3300,3301,2020,11,Kab. Cilacap,1,4,0.88,0,10.61,70.46,52.01,3.08,72.94,23.98,28.54,14.97,1.31,1.65,29.25,9.60,35.06,18.83,814.66,6.97,11.46,95.88,100.00,25,3507,85.59,2124,174,269,,"90,011,584","1,730,723","203,189","18,970","591,344","54,144","1,281,940","421,507","1,757,591","3,152,402","1,145,444","881,430","462,432","3,088,835","40,367","51,092","130,498,557,710","581,567,461,194","33,239,476,461","35,312,547,507","2,577,698,577","903,589,417,663","1,083,057,248,065","22,602,706,651","296,389,706,432"
3300,3302,2010,1,Kab. Banyumas,0,3,0.73,3,20.81,31.66,14.81,9.19,82.11,8.70,10.81,8.75,0.59,3.26,18.88,4.60,53.78,14.52,"1,164.24",6.82,20.20,93.92,98.37,25,4431,759.00,1335,142,295,,"23,016,943","1,554,605","29,101","34,543","164,892","80,587","720,191","76,326","877,105","1,221,546","857,079","127,408","103,063","1,178,380","6,936","38,406","70,642,915,801","171,115,676,689","6,516,859,773","12,958,745,202","1,494,814,524","222,493,835,602","633,686,878,892","5,320,664,914","54,149,661,491"
3300,3302,2011,2,Kab. Banyumas,1,4,0.73,2,20.23,31.47,15.78,7.20,83.42,9.37,15.03,11.47,0.47,2.60,16.88,7.56,53.99,12.98,"1,164.66",6.94,21.11,94.06,99.68,24,3087,759.00,1335,142,295,,"24,538,596","1,555,173","45,246","43,420","191,900","72,163","835,610","93,892","1,001,666","1,593,406","977,803","221,814","169,316","1,476,266","6,936","38,406","86,587,187,147","191,662,798,947","7,693,258,035","22,453,564,572","2,794,213,370","249,173,061,874","797,010,258,353","7,319,883,119","111,571,396,705"
3300,3302,2012,3,Kab. Banyumas,1,4,0.73,1,19.90,33.30,16.58,7.27,82.81,9.93,15.07,13.56,1.69,1.56,15.40,8.85,52.87,14.09,"1,173.33",7.06,19.44,94.25,99.48,24,2786,759.00,1335,142,295,,"25,982,158","1,566,753","54,752","40,752","242,107","87,044","991,945","118,902","1,197,890","1,815,453","1,108,773","261,134","234,952","1,732,236","29,327","27,102","12,761,646,661","244,110,721,769","105,974,279,361","14,253,323,081","4,288,521,489","266,763,918,712","915,861,387,467","14,918,625,695","153,303,843,929"
3300,3302,2013,4,Kab. Banyumas,0,4,0.73,0,19.64,33.68,17.67,5.10,88.72,6.19,18.45,15.52,3.24,0.36,24.91,10.50,38.60,16.14,"1,177.83",7.18,18.44,94.77,99.79,25,3486,759.00,1335,142,295,,"27,793,138","1,572,761","111,290","35,194","308,349","64,781","1,127,940","78,663","1,271,384","2,037,636","1,181,578","372,330","313,189","2,018,053","65,318","7,279","126,267,487,366","325,691,065,228","19,962,830,028","31,721,595,153","5,128,041,539","502,768,061,233","779,031,250,096","15,624,634,380","211,857,998,707"
